id,category,model,target_lang,target_lang_name,ko_text,translated_text,ko_chars,tr_chars,ko_tokens,tr_tokens,fertility,ko_chars_per_token,tr_chars_per_token,cost_per_1k_ko_chars_usd
26,dialogue,deepseek-chat,zh-CN,Chinese,수면 장애가 있으신가요?,你有睡眠问题吗？,13,8,11,5,0.45454545454545453,1.1818181818181819,1.6,0.0002284615384615385
26,dialogue,gemini-2.5-flash,zh-CN,Chinese,수면 장애가 있으신가요?,你有睡眠问题吗？,13,8,9,5,0.5555555555555556,1.4444444444444444,1.6,0.00010384615384615384
27,dialogue,gpt-5.4-mini,en,English,알레르기 반응을 일으키는 음식이 있나요?,Are there any foods that cause allergic reactions?,22,50,16,9,0.5625,1.375,5.555555555555555,0.0005454545454545455
27,dialogue,deepseek-chat,en,English,알레르기 반응을 일으키는 음식이 있나요?,Are there any foods that cause allergic reactions?,22,50,19,9,0.47368421052631576,1.1578947368421053,5.555555555555555,0.0002331818181818182
27,dialogue,gemini-2.5-flash,en,English,알레르기 반응을 일으키는 음식이 있나요?,Are there any foods that cause allergic reactions?,22,50,14,9,0.6428571428571429,1.5714285714285714,5.555555555555555,9.545454545454545e-05
27,dialogue,gpt-5.4-mini,es,Spanish,알레르기 반응을 일으키는 음식이 있나요?,¿Hay algún alimento que cause reacciones alérgicas?,22,51,16,13,0.8125,1.375,3.923076923076923,0.0005454545454545455
27,dialogue,deepseek-chat,es,Spanish,알레르기 반응을 일으키는 음식이 있나요?,¿Hay algún alimento que cause reacciones alérgicas?,22,51,19,14,0.7368421052631579,1.1578947368421053,3.642857142857143,0.0002331818181818182
27,dialogue,gemini-2.5-flash,es,Spanish,알레르기 반응을 일으키는 음식이 있나요?,¿Hay algún alimento que cause reacciones alérgicas?,22,51,14,11,0.7857142857142857,1.5714285714285714,4.636363636363637,9.545454545454545e-05
27,dialogue,gpt-5.4-mini,zh-CN,Chinese,알레르기 반응을 일으키는 음식이 있나요?,有哪些食物会引起过敏反应？,22,13,16,11,0.6875,1.375,1.1818181818181819,0.0005454545454545455
27,dialogue,deepseek-chat,zh-CN,Chinese,알레르기 반응을 일으키는 음식이 있나요?,有哪些食物会引起过敏反应？,22,13,19,6,0.3157894736842105,1.1578947368421053,2.1666666666666665,0.0002331818181818182
27,dialogue,gemini-2.5-flash,zh-CN,Chinese,알레르기 반응을 일으키는 음식이 있나요?,有哪些食物会引起过敏反应？,22,13,14,8,0.5714285714285714,1.5714285714285714,1.625,9.545454545454545e-05
28,dialogue,gpt-5.4-mini,en,English,마지막으로 건강 검진을 받은 게 언제인가요?,When was the last time you had a health checkup?,24,48,13,12,0.9230769230769231,1.8461538461538463,4.0,0.00040625
28,dialogue,deepseek-chat,en,English,마지막으로 건강 검진을 받은 게 언제인가요?,When was the last time you had a health checkup?,24,48,17,12,0.7058823529411765,1.411764705882353,4.0,0.00019125000000000004
28,dialogue,gemini-2.5-flash,en,English,마지막으로 건강 검진을 받은 게 언제인가요?,When was the last time you had a health checkup?,24,48,13,12,0.9230769230769231,1.8461538461538463,4.0,8.124999999999998e-05
28,dialogue,gpt-5.4-mini,es,Spanish,마지막으로 건강 검진을 받은 게 언제인가요?,¿Cuándo fue la última vez que te hiciste un chequeo médico?,24,59,13,15,1.1538461538461537,1.8461538461538463,3.933333333333333,0.00040625
28,dialogue,deepseek-chat,es,Spanish,마지막으로 건강 검진을 받은 게 언제인가요?,¿Cuándo fue la última vez que te hiciste un chequeo médico?,24,59,17,17,1.0,1.411764705882353,3.4705882352941178,0.00019125000000000004
28,dialogue,gemini-2.5-flash,es,Spanish,마지막으로 건강 검진을 받은 게 언제인가요?,¿Cuándo fue la última vez que te hiciste un chequeo médico?,24,59,13,16,1.2307692307692308,1.8461538461538463,3.6875,8.124999999999998e-05
28,dialogue,gpt-5.4-mini,zh-CN,Chinese,마지막으로 건강 검진을 받은 게 언제인가요?,您最后一次进行健康检查是什么时候？,24,17,13,9,0.6923076923076923,1.8461538461538463,1.8888888888888888,0.00040625
28,dialogue,deepseek-chat,zh-CN,Chinese,마지막으로 건강 검진을 받은 게 언제인가요?,您最后一次进行健康检查是什么时候？,24,17,17,8,0.47058823529411764,1.411764705882353,2.125,0.00019125000000000004
28,dialogue,gemini-2.5-flash,zh-CN,Chinese,마지막으로 건강 검진을 받은 게 언제인가요?,您最后一次进行健康检查是什么时候？,24,17,13,9,0.6923076923076923,1.8461538461538463,1.8888888888888888,8.124999999999998e-05
29,dialogue,gpt-5.4-mini,en,English,흡연이나 음주 습관이 있으신가요?,Do you have a smoking or drinking habit?,18,40,14,9,0.6428571428571429,1.2857142857142858,4.444444444444445,0.0005833333333333334
29,dialogue,deepseek-chat,en,English,흡연이나 음주 습관이 있으신가요?,Do you have a smoking or drinking habit?,18,40,16,9,0.5625,1.125,4.444444444444445,0.00024
29,dialogue,gemini-2.5-flash,en,English,흡연이나 음주 습관이 있으신가요?,Do you have a smoking or drinking habit?,18,40,13,9,0.6923076923076923,1.3846153846153846,4.444444444444445,0.00010833333333333333
29,dialogue,gpt-5.4-mini,es,Spanish,흡연이나 음주 습관이 있으신가요?,¿Tiene el hábito de fumar o beber?,18,34,14,9,0.6428571428571429,1.2857142857142858,3.7777777777777777,0.0005833333333333334
29,dialogue,deepseek-chat,es,Spanish,흡연이나 음주 습관이 있으신가요?,¿Tiene el hábito de fumar o beber?,18,34,16,13,0.8125,1.125,2.6153846153846154,0.00024
29,dialogue,gemini-2.5-flash,es,Spanish,흡연이나 음주 습관이 있으신가요?,¿Tiene el hábito de fumar o beber?,18,34,13,9,0.6923076923076923,1.3846153846153846,3.7777777777777777,0.00010833333333333333
29,dialogue,gpt-5.4-mini,zh-CN,Chinese,흡연이나 음주 습관이 있으신가요?,您有吸烟或饮酒的习惯吗？,18,12,14,12,0.8571428571428571,1.2857142857142858,1.0,0.0005833333333333334
29,dialogue,deepseek-chat,zh-CN,Chinese,흡연이나 음주 습관이 있으신가요?,您有吸烟或饮酒的习惯吗？,18,12,16,8,0.5,1.125,1.5,0.00024
29,dialogue,gemini-2.5-flash,zh-CN,Chinese,흡연이나 음주 습관이 있으신가요?,您有吸烟或饮酒的习惯吗？,18,12,13,11,0.8461538461538461,1.3846153846153846,1.0909090909090908,0.00010833333333333333
30,dialogue,gpt-5.4-mini,en,English,입원이 필요할 것 같습니다.,I think I may need hospitalization.,15,35,7,7,1.0,2.142857142857143,5.0,0.00035
30,dialogue,deepseek-chat,en,English,입원이 필요할 것 같습니다.,I think I may need hospitalization.,15,35,9,7,0.7777777777777778,1.6666666666666667,5.0,0.000162
30,dialogue,gemini-2.5-flash,en,English,입원이 필요할 것 같습니다.,I think I may need hospitalization.,15,35,7,7,1.0,2.142857142857143,5.0,7e-05
30,dialogue,gpt-5.4-mini,es,Spanish,입원이 필요할 것 같습니다.,Creo que puedo necesitar hospitalización.,15,41,7,7,1.0,2.142857142857143,5.857142857142857,0.00035
30,dialogue,deepseek-chat,es,Spanish,입원이 필요할 것 같습니다.,Creo que puedo necesitar hospitalización.,15,41,9,10,1.1111111111111112,1.6666666666666667,4.1,0.000162
30,dialogue,gemini-2.5-flash,es,Spanish,입원이 필요할 것 같습니다.,Creo que puedo necesitar hospitalización.,15,41,7,7,1.0,2.142857142857143,5.857142857142857,7e-05
30,dialogue,gpt-5.4-mini,zh-CN,Chinese,입원이 필요할 것 같습니다.,我想我可能需要住院治疗。,15,12,7,9,1.2857142857142858,2.142857142857143,1.3333333333333333,0.00035
30,dialogue,deepseek-chat,zh-CN,Chinese,입원이 필요할 것 같습니다.,我想我可能需要住院治疗。,15,12,9,6,0.6666666666666666,1.6666666666666667,2.0,0.000162
30,dialogue,gemini-2.5-flash,zh-CN,Chinese,입원이 필요할 것 같습니다.,我想我可能需要住院治疗。,15,12,7,7,1.0,2.142857142857143,1.7142857142857142,7e-05
31,dialogue,gpt-5.4-mini,en,English,이 약은 식사와 함께 복용하세요.,Take this medicine with a meal.,18,31,11,7,0.6363636363636364,1.6363636363636365,4.428571428571429,0.0004583333333333334
31,dialogue,deepseek-chat,en,English,이 약은 식사와 함께 복용하세요.,Take this medicine with a meal.,18,31,12,7,0.5833333333333334,1.5,4.428571428571429,0.00018
31,dialogue,gemini-2.5-flash,en,English,이 약은 식사와 함께 복용하세요.,Take this medicine with a meal.,18,31,10,7,0.7,1.8,4.428571428571429,8.333333333333333e-05
31,dialogue,gpt-5.4-mini,es,Spanish,이 약은 식사와 함께 복용하세요.,Tome este medicamento con una comida.,18,37,11,8,0.7272727272727273,1.6363636363636365,4.625,0.0004583333333333334
31,dialogue,deepseek-chat,es,Spanish,이 약은 식사와 함께 복용하세요.,Tome este medicamento con una comida.,18,37,12,9,0.75,1.5,4.111111111111111,0.00018
31,dialogue,gemini-2.5-flash,es,Spanish,이 약은 식사와 함께 복용하세요.,Tome este medicamento con una comida.,18,37,10,8,0.8,1.8,4.625,8.333333333333333e-05
31,dialogue,gpt-5.4-mini,zh-CN,Chinese,이 약은 식사와 함께 복용하세요.,随餐服用此药。,18,7,11,7,0.6363636363636364,1.6363636363636365,1.0,0.0004583333333333334
31,dialogue,deepseek-chat,zh-CN,Chinese,이 약은 식사와 함께 복용하세요.,随餐服用此药。,18,7,12,6,0.5,1.5,1.1666666666666667,0.00018
31,dialogue,gemini-2.5-flash,zh-CN,Chinese,이 약은 식사와 함께 복용하세요.,随餐服用此药。,18,7,10,6,0.6,1.8,1.1666666666666667,8.333333333333333e-05
32,dialogue,gpt-5.4-mini,en,English,2주 후에 다시 내원해 주세요.,Please come back to the hospital in 2 weeks.,17,44,10,11,1.1,1.7,4.0,0.0004411764705882353
32,dialogue,deepseek-chat,en,English,2주 후에 다시 내원해 주세요.,Please come back to the hospital in 2 weeks.,17,44,11,11,1.0,1.5454545454545454,4.0,0.00017470588235294122
32,dialogue,gemini-2.5-flash,en,English,2주 후에 다시 내원해 주세요.,Please come back to the hospital in 2 weeks.,17,44,9,11,1.2222222222222223,1.8888888888888888,4.0,7.941176470588235e-05
32,dialogue,gpt-5.4-mini,es,Spanish,2주 후에 다시 내원해 주세요.,Vuelva al hospital en 2 semanas.,17,32,10,9,0.9,1.7,3.5555555555555554,0.0004411764705882353
32,dialogue,deepseek-chat,es,Spanish,2주 후에 다시 내원해 주세요.,Vuelva al hospital en 2 semanas.,17,32,11,10,0.9090909090909091,1.5454545454545454,3.2,0.00017470588235294122
32,dialogue,gemini-2.5-flash,es,Spanish,2주 후에 다시 내원해 주세요.,Vuelva al hospital en 2 semanas.,17,32,9,9,1.0,1.8888888888888888,3.5555555555555554,7.941176470588235e-05
32,dialogue,gpt-5.4-mini,zh-CN,Chinese,2주 후에 다시 내원해 주세요.,请在两周后回到医院。,17,10,10,9,0.9,1.7,1.1111111111111112,0.0004411764705882353
32,dialogue,deepseek-chat,zh-CN,Chinese,2주 후에 다시 내원해 주세요.,请在两周后回到医院。,17,10,11,6,0.5454545454545454,1.5454545454545454,1.6666666666666667,0.00017470588235294122
32,dialogue,gemini-2.5-flash,zh-CN,Chinese,2주 후에 다시 내원해 주세요.,请在两周后回到医院。,17,10,9,8,0.8888888888888888,1.8888888888888888,1.25,7.941176470588235e-05
33,dialogue,gpt-5.4-mini,en,English,수술 전 금식이 필요합니다.,Fasting is required before surgery.,15,35,9,7,0.7777777777777778,1.6666666666666667,5.0,0.00045
33,dialogue,deepseek-chat,en,English,수술 전 금식이 필요합니다.,Fasting is required before surgery.,15,35,9,7,0.7777777777777778,1.6666666666666667,5.0,0.000162
33,dialogue,gemini-2.5-flash,en,English,수술 전 금식이 필요합니다.,Fasting is required before surgery.,15,35,8,7,0.875,1.875,5.0,8e-05
33,dialogue,gpt-5.4-mini,es,Spanish,수술 전 금식이 필요합니다.,Se requiere ayuno antes de la cirugía.,15,38,9,9,1.0,1.6666666666666667,4.222222222222222,0.00045
33,dialogue,deepseek-chat,es,Spanish,수술 전 금식이 필요합니다.,Se requiere ayuno antes de la cirugía.,15,38,9,11,1.2222222222222223,1.6666666666666667,3.4545454545454546,0.000162
33,dialogue,gemini-2.5-flash,es,Spanish,수술 전 금식이 필요합니다.,Se requiere ayuno antes de la cirugía.,15,38,8,9,1.125,1.875,4.222222222222222,8e-05
33,dialogue,gpt-5.4-mini,zh-CN,Chinese,수술 전 금식이 필요합니다.,手术前需要禁食。,15,8,9,7,0.7777777777777778,1.6666666666666667,1.1428571428571428,0.00045
33,dialogue,deepseek-chat,zh-CN,Chinese,수술 전 금식이 필요합니다.,手术前需要禁食。,15,8,9,6,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.000162
33,dialogue,gemini-2.5-flash,zh-CN,Chinese,수술 전 금식이 필요합니다.,手术前需要禁食。,15,8,8,6,0.75,1.875,1.3333333333333333,8e-05
34,dialogue,gpt-5.4-mini,en,English,검사 결과가 나오면 바로 연락드리겠습니다.,We will contact you as soon as the test results are available.,23,62,12,13,1.0833333333333333,1.9166666666666667,4.769230769230769,0.000391304347826087
34,dialogue,deepseek-chat,en,English,검사 결과가 나오면 바로 연락드리겠습니다.,We will contact you as soon as the test results are available.,23,62,15,13,0.8666666666666667,1.5333333333333334,4.769230769230769,0.00017608695652173912
34,dialogue,gemini-2.5-flash,en,English,검사 결과가 나오면 바로 연락드리겠습니다.,We will contact you as soon as the test results are available.,23,62,11,13,1.1818181818181819,2.090909090909091,4.769230769230769,7.173913043478262e-05
34,dialogue,gpt-5.4-mini,es,Spanish,검사 결과가 나오면 바로 연락드리겠습니다.,Nos comunicaremos con usted tan pronto como los resultados de la prueba estén disponibles.,23,90,12,16,1.3333333333333333,1.9166666666666667,5.625,0.000391304347826087
34,dialogue,deepseek-chat,es,Spanish,검사 결과가 나오면 바로 연락드리겠습니다.,Nos comunicaremos con usted tan pronto como los resultados de la prueba estén disponibles.,23,90,15,17,1.1333333333333333,1.5333333333333334,5.294117647058823,0.00017608695652173912
34,dialogue,gemini-2.5-flash,es,Spanish,검사 결과가 나오면 바로 연락드리겠습니다.,Nos comunicaremos con usted tan pronto como los resultados de la prueba estén disponibles.,23,90,11,16,1.4545454545454546,2.090909090909091,5.625,7.173913043478262e-05
34,dialogue,gpt-5.4-mini,zh-CN,Chinese,검사 결과가 나오면 바로 연락드리겠습니다.,一旦测试结果出来，我们会立即与您联系。,23,19,12,12,1.0,1.9166666666666667,1.5833333333333333,0.000391304347826087
34,dialogue,deepseek-chat,zh-CN,Chinese,검사 결과가 나오면 바로 연락드리겠습니다.,一旦测试结果出来，我们会立即与您联系。,23,19,15,11,0.7333333333333333,1.5333333333333334,1.7272727272727273,0.00017608695652173912
34,dialogue,gemini-2.5-flash,zh-CN,Chinese,검사 결과가 나오면 바로 연락드리겠습니다.,一旦测试结果出来，我们会立即与您联系。,23,19,11,11,1.0,2.090909090909091,1.7272727272727273,7.173913043478262e-05
35,dialogue,gpt-5.4-mini,en,English,증상이 호전되지 않으면 응급실에 오세요.,"If your symptoms do not improve, go to the emergency room.",22,58,14,13,0.9285714285714286,1.5714285714285714,4.461538461538462,0.0004772727272727273
35,dialogue,deepseek-chat,en,English,증상이 호전되지 않으면 응급실에 오세요.,"If your symptoms do not improve, go to the emergency room.",22,58,15,13,0.8666666666666667,1.4666666666666666,4.461538461538462,0.00018409090909090909
35,dialogue,gemini-2.5-flash,en,English,증상이 호전되지 않으면 응급실에 오세요.,"If your symptoms do not improve, go to the emergency room.",22,58,13,13,1.0,1.6923076923076923,4.461538461538462,8.863636363636364e-05
35,dialogue,gpt-5.4-mini,es,Spanish,증상이 호전되지 않으면 응급실에 오세요.,"Si sus síntomas no mejoran, acuda a urgencias.",22,46,14,13,0.9285714285714286,1.5714285714285714,3.5384615384615383,0.0004772727272727273
35,dialogue,deepseek-chat,es,Spanish,증상이 호전되지 않으면 응급실에 오세요.,"Si sus síntomas no mejoran, acuda a urgencias.",22,46,15,14,0.9333333333333333,1.4666666666666666,3.2857142857142856,0.00018409090909090909
35,dialogue,gemini-2.5-flash,es,Spanish,증상이 호전되지 않으면 응급실에 오세요.,"Si sus síntomas no mejoran, acuda a urgencias.",22,46,13,13,1.0,1.6923076923076923,3.5384615384615383,8.863636363636364e-05
35,dialogue,gpt-5.4-mini,zh-CN,Chinese,증상이 호전되지 않으면 응급실에 오세요.,如果您的症状没有改善，请前往急诊室。,22,18,14,13,0.9285714285714286,1.5714285714285714,1.3846153846153846,0.0004772727272727273
35,dialogue,deepseek-chat,zh-CN,Chinese,증상이 호전되지 않으면 응급실에 오세요.,如果您的症状没有改善，请前往急诊室。,22,18,15,11,0.7333333333333333,1.4666666666666666,1.6363636363636365,0.00018409090909090909
35,dialogue,gemini-2.5-flash,zh-CN,Chinese,증상이 호전되지 않으면 응급실에 오세요.,如果您的症状没有改善，请前往急诊室。,22,18,13,12,0.9230769230769231,1.6923076923076923,1.5,8.863636363636364e-05
36,dialogue,gpt-5.4-mini,en,English,하루에 세 번 약을 복용하세요.,Take the medicine three times a day.,17,36,11,8,0.7272727272727273,1.5454545454545454,4.5,0.0004852941176470589
36,dialogue,deepseek-chat,en,English,하루에 세 번 약을 복용하세요.,Take the medicine three times a day.,17,36,12,8,0.6666666666666666,1.4166666666666667,4.5,0.00019058823529411766
36,dialogue,gemini-2.5-flash,en,English,하루에 세 번 약을 복용하세요.,Take the medicine three times a day.,17,36,10,8,0.8,1.7,4.5,8.823529411764706e-05
36,dialogue,gpt-5.4-mini,es,Spanish,하루에 세 번 약을 복용하세요.,Tome el medicamento tres veces al día.,17,38,11,9,0.8181818181818182,1.5454545454545454,4.222222222222222,0.0004852941176470589
36,dialogue,deepseek-chat,es,Spanish,하루에 세 번 약을 복용하세요.,Tome el medicamento tres veces al día.,17,38,12,10,0.8333333333333334,1.4166666666666667,3.8,0.00019058823529411766
36,dialogue,gemini-2.5-flash,es,Spanish,하루에 세 번 약을 복용하세요.,Tome el medicamento tres veces al día.,17,38,10,9,0.9,1.7,4.222222222222222,8.823529411764706e-05
36,dialogue,gpt-5.4-mini,zh-CN,Chinese,하루에 세 번 약을 복용하세요.,每日服药三次。,17,7,11,6,0.5454545454545454,1.5454545454545454,1.1666666666666667,0.0004852941176470589
36,dialogue,deepseek-chat,zh-CN,Chinese,하루에 세 번 약을 복용하세요.,每日服药三次。,17,7,12,4,0.3333333333333333,1.4166666666666667,1.75,0.00019058823529411766
36,dialogue,gemini-2.5-flash,zh-CN,Chinese,하루에 세 번 약을 복용하세요.,每日服药三次。,17,7,10,5,0.5,1.7,1.4,8.823529411764706e-05
37,dialogue,gpt-5.4-mini,en,English,이 부위를 누르면 아프신가요?,Does this area hurt when you press it?,16,38,11,9,0.8181818181818182,1.4545454545454546,4.222222222222222,0.000515625
37,dialogue,deepseek-chat,en,English,이 부위를 누르면 아프신가요?,Does this area hurt when you press it?,16,38,13,9,0.6923076923076923,1.2307692307692308,4.222222222222222,0.00021937500000000003
37,dialogue,gemini-2.5-flash,en,English,이 부위를 누르면 아프신가요?,Does this area hurt when you press it?,16,38,11,9,0.8181818181818182,1.4545454545454546,4.222222222222222,0.000103125
37,dialogue,gpt-5.4-mini,es,Spanish,이 부위를 누르면 아프신가요?,¿Te duele esta zona al presionarla?,16,35,11,11,1.0,1.4545454545454546,3.1818181818181817,0.000515625
37,dialogue,deepseek-chat,es,Spanish,이 부위를 누르면 아프신가요?,¿Te duele esta zona al presionarla?,16,35,13,11,0.8461538461538461,1.2307692307692308,3.1818181818181817,0.00021937500000000003
37,dialogue,gemini-2.5-flash,es,Spanish,이 부위를 누르면 아프신가요?,¿Te duele esta zona al presionarla?,16,35,11,10,0.9090909090909091,1.4545454545454546,3.5,0.000103125
37,dialogue,gpt-5.4-mini,zh-CN,Chinese,이 부위를 누르면 아프신가요?,按压这个部位会痛吗？,16,10,11,9,0.8181818181818182,1.4545454545454546,1.1111111111111112,0.000515625
37,dialogue,deepseek-chat,zh-CN,Chinese,이 부위를 누르면 아프신가요?,按压这个部位会痛吗？,16,10,13,7,0.5384615384615384,1.2307692307692308,1.4285714285714286,0.00021937500000000003
37,dialogue,gemini-2.5-flash,zh-CN,Chinese,이 부위를 누르면 아프신가요?,按压这个部位会痛吗？,16,10,11,8,0.7272727272727273,1.4545454545454546,1.25,0.000103125
38,dialogue,gpt-5.4-mini,en,English,지금 처방전을 발급해 드리겠습니다.,We will issue you a prescription now.,19,37,12,8,0.6666666666666666,1.5833333333333333,4.625,0.00047368421052631577
38,dialogue,deepseek-chat,en,English,지금 처방전을 발급해 드리겠습니다.,We will issue you a prescription now.,19,37,14,8,0.5714285714285714,1.3571428571428572,4.625,0.00019894736842105264
38,dialogue,gemini-2.5-flash,en,English,지금 처방전을 발급해 드리겠습니다.,We will issue you a prescription now.,19,37,10,8,0.8,1.9,4.625,7.894736842105262e-05
38,dialogue,gpt-5.4-mini,es,Spanish,지금 처방전을 발급해 드리겠습니다.,Le emitiremos una receta ahora.,19,31,12,7,0.5833333333333334,1.5833333333333333,4.428571428571429,0.00047368421052631577
38,dialogue,deepseek-chat,es,Spanish,지금 처방전을 발급해 드리겠습니다.,Le emitiremos una receta ahora.,19,31,14,9,0.6428571428571429,1.3571428571428572,3.4444444444444446,0.00019894736842105264
38,dialogue,gemini-2.5-flash,es,Spanish,지금 처방전을 발급해 드리겠습니다.,Le emitiremos una receta ahora.,19,31,10,7,0.7,1.9,4.428571428571429,7.894736842105262e-05
38,dialogue,gpt-5.4-mini,zh-CN,Chinese,지금 처방전을 발급해 드리겠습니다.,我们现在会给您开处方。,19,11,12,9,0.75,1.5833333333333333,1.2222222222222223,0.00047368421052631577
38,dialogue,deepseek-chat,zh-CN,Chinese,지금 처방전을 발급해 드리겠습니다.,我们现在会给您开处方。,19,11,14,6,0.42857142857142855,1.3571428571428572,1.8333333333333333,0.00019894736842105264
38,dialogue,gemini-2.5-flash,zh-CN,Chinese,지금 처방전을 발급해 드리겠습니다.,我们现在会给您开处方。,19,11,10,9,0.9,1.9,1.2222222222222223,7.894736842105262e-05
39,dialogue,gpt-5.4-mini,en,English,운동을 시작하기 전에 의사와 상담하세요.,Consult your doctor before starting exercise.,22,45,12,7,0.5833333333333334,1.8333333333333333,6.428571428571429,0.000409090909090909
39,dialogue,deepseek-chat,en,English,운동을 시작하기 전에 의사와 상담하세요.,Consult your doctor before starting exercise.,22,45,15,7,0.4666666666666667,1.4666666666666666,6.428571428571429,0.00018409090909090909
39,dialogue,gemini-2.5-flash,en,English,운동을 시작하기 전에 의사와 상담하세요.,Consult your doctor before starting exercise.,22,45,10,7,0.7,2.2,6.428571428571429,6.818181818181817e-05
39,dialogue,gpt-5.4-mini,es,Spanish,운동을 시작하기 전에 의사와 상담하세요.,Consulte a su médico antes de comenzar a hacer ejercicio.,22,57,12,12,1.0,1.8333333333333333,4.75,0.000409090909090909
39,dialogue,deepseek-chat,es,Spanish,운동을 시작하기 전에 의사와 상담하세요.,Consulte a su médico antes de comenzar a hacer ejercicio.,22,57,15,13,0.8666666666666667,1.4666666666666666,4.384615384615385,0.00018409090909090909
39,dialogue,gemini-2.5-flash,es,Spanish,운동을 시작하기 전에 의사와 상담하세요.,Consulte a su médico antes de comenzar a hacer ejercicio.,22,57,10,12,1.2,2.2,4.75,6.818181818181817e-05
39,dialogue,gpt-5.4-mini,zh-CN,Chinese,운동을 시작하기 전에 의사와 상담하세요.,开始运动前请咨询您的医生。,22,13,12,8,0.6666666666666666,1.8333333333333333,1.625,0.000409090909090909
39,dialogue,deepseek-chat,zh-CN,Chinese,운동을 시작하기 전에 의사와 상담하세요.,开始运动前请咨询您的医生。,22,13,15,8,0.5333333333333333,1.4666666666666666,1.625,0.00018409090909090909
39,dialogue,gemini-2.5-flash,zh-CN,Chinese,운동을 시작하기 전에 의사와 상담하세요.,开始运动前请咨询您的医生。,22,13,10,8,0.8,2.2,1.625,6.818181818181817e-05
40,dialogue,gpt-5.4-mini,en,English,식이 조절이 매우 중요합니다.,Dietary control is very important.,16,34,9,7,0.7777777777777778,1.7777777777777777,4.857142857142857,0.000421875
40,dialogue,deepseek-chat,en,English,식이 조절이 매우 중요합니다.,Dietary control is very important.,16,34,9,7,0.7777777777777778,1.7777777777777777,4.857142857142857,0.000151875
40,dialogue,gemini-2.5-flash,en,English,식이 조절이 매우 중요합니다.,Dietary control is very important.,16,34,8,7,0.875,2.0,4.857142857142857,7.5e-05
40,dialogue,gpt-5.4-mini,es,Spanish,식이 조절이 매우 중요합니다.,El control dietético es muy importante.,16,39,9,8,0.8888888888888888,1.7777777777777777,4.875,0.000421875
40,dialogue,deepseek-chat,es,Spanish,식이 조절이 매우 중요합니다.,El control dietético es muy importante.,16,39,9,8,0.8888888888888888,1.7777777777777777,4.875,0.000151875
40,dialogue,gemini-2.5-flash,es,Spanish,식이 조절이 매우 중요합니다.,El control dietético es muy importante.,16,39,8,8,1.0,2.0,4.875,7.5e-05
40,dialogue,gpt-5.4-mini,zh-CN,Chinese,식이 조절이 매우 중요합니다.,饮食控制非常重要。,16,9,9,6,0.6666666666666666,1.7777777777777777,1.5,0.000421875
40,dialogue,deepseek-chat,zh-CN,Chinese,식이 조절이 매우 중요합니다.,饮食控制非常重要。,16,9,9,4,0.4444444444444444,1.7777777777777777,2.25,0.000151875
40,dialogue,gemini-2.5-flash,zh-CN,Chinese,식이 조절이 매우 중요합니다.,饮食控制非常重要。,16,9,8,5,0.625,2.0,1.8,7.5e-05
41,clinical,gpt-5.4-mini,en,English,환자는 3일 전부터 발열과 기침이 시작되었습니다.,The patient started having fever and cough 3 days ago.,27,54,16,12,0.75,1.6875,4.5,0.00044444444444444447
41,clinical,deepseek-chat,en,English,환자는 3일 전부터 발열과 기침이 시작되었습니다.,The patient started having fever and cough 3 days ago.,27,54,17,12,0.7058823529411765,1.588235294117647,4.5,0.00017000000000000004
41,clinical,gemini-2.5-flash,en,English,환자는 3일 전부터 발열과 기침이 시작되었습니다.,The patient started having fever and cough 3 days ago.,27,54,16,12,0.75,1.6875,4.5,8.888888888888888e-05
41,clinical,gpt-5.4-mini,es,Spanish,환자는 3일 전부터 발열과 기침이 시작되었습니다.,El paciente empezó a tener fiebre y tos hace 3 días.,27,52,16,14,0.875,1.6875,3.7142857142857144,0.00044444444444444447
41,clinical,deepseek-chat,es,Spanish,환자는 3일 전부터 발열과 기침이 시작되었습니다.,El paciente empezó a tener fiebre y tos hace 3 días.,27,52,17,17,1.0,1.588235294117647,3.0588235294117645,0.00017000000000000004
41,clinical,gemini-2.5-flash,es,Spanish,환자는 3일 전부터 발열과 기침이 시작되었습니다.,El paciente empezó a tener fiebre y tos hace 3 días.,27,52,16,13,0.8125,1.6875,4.0,8.888888888888888e-05
41,clinical,gpt-5.4-mini,zh-CN,Chinese,환자는 3일 전부터 발열과 기침이 시작되었습니다.,患者3天前开始发烧、咳嗽。,27,13,16,13,0.8125,1.6875,1.0,0.00044444444444444447
41,clinical,deepseek-chat,zh-CN,Chinese,환자는 3일 전부터 발열과 기침이 시작되었습니다.,患者3天前开始发烧、咳嗽。,27,13,17,9,0.5294117647058824,1.588235294117647,1.4444444444444444,0.00017000000000000004
41,clinical,gemini-2.5-flash,zh-CN,Chinese,환자는 3일 전부터 발열과 기침이 시작되었습니다.,患者3天前开始发烧、咳嗽。,27,13,16,10,0.625,1.6875,1.3,8.888888888888888e-05
42,clinical,gpt-5.4-mini,en,English,흉부 X선에서 우하엽에 침윤 소견이 보입니다.,Chest X-ray shows infiltrates in the right lower lobe.,25,54,19,13,0.6842105263157895,1.3157894736842106,4.153846153846154,0.00057
42,clinical,deepseek-chat,en,English,흉부 X선에서 우하엽에 침윤 소견이 보입니다.,Chest X-ray shows infiltrates in the right lower lobe.,25,54,21,13,0.6190476190476191,1.1904761904761905,4.153846153846154,0.0002268
